14	make good headway
14	in the offing
14	any port in a storm
14	on the rocks
14	take the wind out of sb's sails
14	weather the storm
14	in sb's/sth's wake
14	in the wake of sb/sth
15	call to arms
15	baptism of fire
15	beat a retreat
15	drop a bombshell
15	a fighting chance
15	come out fighting
15	shoot sb down in flames
15	hang fire
15	shoot yourself in the foot
15	run the gauntlet
15	join the ranks of
15	steal a march on sb
15	shell-shocked
15	be on the warpath
15	battle of wills
16	do sth on autopilot
16	back on track
16	at/behind the wheel
16	be on a collision course
16	down the line
16	in the driving seat
16	life in the fast lane
16	fly by the seat of your pants
16	be flying high
16	go/move/step up a gear
16	give/get the green light
16	go off the rails
16	life in the slow lane
16, 30	take a nosedive
16	run out of steam
16	step on it
16	do a U-turn
17	not have a cat in hell's chance
17	the cat's whiskers
17	a leopard can't change its spots
17	a wolf in sheep's clothing
17	until the cows come home
17	shed crocodile tears
17	cry wolf
17	flog a dead horse
17	dog in the manger
17	a dog's life
17	the elephant in the room
17	sort (out) the sheep from the goats
17	straight from the horse's mouth
17, 19	might as well be hung for a sheep as a lamb
17	as sick as a parrot
18	give your right arm for
18	hold/bite your tongue
18	make sb's toes curl
18	be one in the eye for sb
18	there's more to sth than meets the eye
18	face-saving
18	lose face
18	sb's face doesn't fit
18	keep your finger on the pulse
18	point the finger at
18	go to your head
18	have a good head for sth
18	put our heads together
18	get your tongue round sth
18	get your teeth into sth
18	teething troubles
18	tread on sb's toes
19	play your ace/trump card
19	the dice are loaded against sb
19	hold all the cards
19	a whole new ball game
19	below the belt
19	get the red card
19	keep/play your cards close to your chest
19	take a rain check
19	it's not cricket
19	the sword of Damocles
19	dice with death
19	punch-drunk
19	poker-faced
19	move the goalposts
19	play hardball
19, 36	knock sb for six
19	the dice are loaded against
19	Monopoly money
19	play your cards close to your chest
19	not pull any punches
19	throw in the sponge
20	Achilles heel
20	Pandora's box
20	fiddle while Rome burns
20	turn the other cheek
20	the halcyon days
20	epic proportions
20	fall on your sword
20	a Trojan horse
20	rest on your laurels
20	leave no stone unturned
20	the Midas touch
20	parting shot
20	a Pyrrhic victory
20	see the writing on the wall
20	at stake
21	a wild-goose chase
21	the course of true love never did run smooth
21	eat sb out of house and home
21	make your hair stand on end
21	in the twinkling of an eye
21	the green-eyed monster
21	at one fell swoop
21	pound of flesh
21	lay it on with a trowel
21	star-crossed lovers
21	send sb packing
22	castles in the air
22	an Aladdin's cave
22	an albatross around your neck
22	call a spade a spade
22	a Catch-22 situation
22	Prince Charming
22	Girl/Man/Person Friday
22	an ivory tower
22	an albatross around sb's neck
22	like ships that pass in the night
22	be like ships that pass in the night
22	a storm in a teacup
23	in leaps and bounds
23	burning the candle at both ends
23	round the clock
23	You can't teach an old dog new tricks.
23	You're teaching your grandmother to suck eggs!
23	a lot of ground to make up
23	learn sth off by heart
23	learn by rote
23	a memory like a sieve
23	stick in my mind
23	up to scratch
23	set your sights on
23	on track
24	push all the right buttons
24	be light years away from sth
24	be on the blink
24	the brainchild of sb
24	If it ain't broke, don't fix it!
24	push the right buttons
24	a cog in the machine
24, 31	at the cutting edge
24	gas guzzler
24	go haywire
24	gas-guzzler
24	hot off the press
24	set the wheels in motion
24	oil the wheels
24	reinvent the wheel
24	push the right button
24	it's not rocket science
24	throw a spanner in the works
24	tread the boards
24	wait in the wings
25	rolling in the aisles
25	armchair critic/traveller/gardener
25	bring the house down
25	an armchair critic
25	a crowd-puller
25	send shivers down your spine
25	keep sb on the edge of their seat
25	play to the gallery
25	be heavy-going
25	do a hatchet job on
25	be heavy going
25	pick holes in
25	a leading light
25	have your name in lights
25	all right on the night
25	a page-turner
25	steal the show
25	wade through
26	a chip off the old block
26	your own flesh and blood
26	not give sb the time of day
26	nearest and dearest
26	have the ear of sb
26	a twinkle in your father's eye
26	a fair-weather friend
26	run in the family
26	footloose and fancy-free
26	an old flame
26	fly the nest
26	have friends in high places
26	the spitting image
26	live in each other's pockets
26	rub shoulders with sb
26	be a tower of strength
26	through thick and thin
26	a wet blanket
27	have plenty of strings to your bow
27	eat sb for breakfast
27	a loose cannon
27	act/play the fool
27	a glutton for punishment
27	get-up and go
27	highly strung
27	a mine of information
27	a whizz kid
27	look out for number one
27	a love rat
27	a man/woman of many parts
27	play the fool
28	the long arm of the law
28	the boys in blue
28	bring to book
28	throw the book at
28	pull the wool over sb's eyes
28	be on the fiddle
28	poacher turned gamekeeper
28	have your hand in the till
28	an inside job
28	line your own pockets
28	on the straight and narrow
28	take sb for a ride
28	do a runner
28	a short sharp shock
28	do a stretch
28	do time
29	go belly up
29	go bust
29	a glass ceiling
29	corner the market
29	a cushy number
29	get a foot in the door
29	go to the wall
29, 30	be going great guns
29	golden handshake
29	golden hello
29	slog your guts out
29	at the top of the ladder
29	silent/sleeping partner
29	the rat race
29	track record
29	do a roaring trade
29	shut up shop
29	silent partner
29	sleeping partner
30	across the board
30	worship at the altar/shrine/temple of
30	a ballpark figure
30	big fish in a small pond
30	the bottom drops/falls out of the market
30	a cloud on the horizon
30, 59	fall into line
30	gardening leave
30	heads will roll
30	shoot sky-high
30	cloud on the horizon
30	be under no illusions
30	take to the next level
30	throw a lifeline
30	receive a windfall
30	rein in spending
30	saddled with debt
31	tick all the boxes
31	touch base
31	on a weekly basis
31	between a rock and a hard place
31	blue-sky thinking
31	think outside the box
31	bring to the table
31	dog eat dog
31	push the envelope
31	the fact of the matter is
31	the gloves are off
31	joined-up thinking
31	at this moment in time
31	suck it and see
31	have a window
32	laugh all the way to the bank
32	bring home the bacon
32	not break the bank
32	be the breadwinner
32	money to burn
32	be strapped for cash
32	cheap and cheerful
32	take sb to the cleaners
32	throw money down the drain
32	make ends meet
32	no expense spared
32	would sell your own grandmother
32	live on a shoestring
32	money for old rope
32	pay over the odds
32	penny-pinching
32	rags to riches
32	be rolling in it
32	scrimp and save
32	for a song
32	take sb to the cleaner's
33	Mr Big
33	new kid on the block
33	the chattering classes
33	a second-class citizen
33	rig an election
33	public enemy number one
33	be in the public eye
33	grass roots
33	grey vote
33	men in grey suits
33	win by a landslide
33	silent majority
33	movers and shakers
33	pull the strings
33	gravy train
34	have a bad hair day
34	eat like a bird
34	burn the midnight oil
34	take each day as it comes
34	creature comforts
34	not know whether you're coming or going
34	eat like a horse
34	eat like a pig
34	give sth a miss
34	go out like a light
34	go out on the town
34	on the hoof
34	on the house
34	be out like a light
34	not lose sleep over sth
34	a square meal
34	outstay your welcome
34	sleep on it
34	done to a turn
35, 57	blow your mind
35	a dream come true
35	go down a treat
35	enter into the spirit of sth
35	have stars in your eyes
35	full of the joys of spring
35	go with a swing
35	happy-go-lucky
35	as happy as Larry
35	be on a high
35	hit the jackpot
35	hit the right note
35	hit the spot
36	not be your bag
36	burst a blood vessel
36	make your blood boil
36	all hot and bothered
36	be a bundle of nerves
36	rattle sb's cage
36	down in the dumps
36	have a sinking feeling
36	wouldn't give sth house room
36	get your goat
36	wild horses couldn't make me
36	kick yourself
36	run out of patience
36	reduce to tears
36	not be your thing
37	be a chapter of accidents
37	take your eye off the ball
37	sweep sth under the carpet
37	a chapter of accidents
37	in the cold light of day
37	in a tight corner
37	make a pig's ear of sth
37	a slap in the face
37	pull the rug from under your feet
37	be in over your head
37	put sb's nose out of joint
37	lose your touch
37	be a nightmare
37	play games
37	settle a score
37	can't see the wood for the trees
38	argue the toss
38	bone of contention
38	bone to pick
38	hold out an olive branch
38	water under the bridge
38	let bygones be bygones
38	put the cat amongst the pigeons
38	let sleeping dogs lie
38	stand your ground
38	pick holes in sth
38	toe the line
38	tow the line
38	put sb in their place
38	sticking point
38	out of the question
39	hammer out an agreement
39	amid mounting calls
39	a last-ditch attempt
39	if and it's a big if
39	have blood on your hands
39	bloody confrontation
39	plunge into chaos
39	bloody confrontations
39	war-torn country
39	under cover of darkness
39	eleventh-hour
39	engulfed in flames
39	fight for your life
39	be given the go-ahead
39	marathon talks
39	shrouded in mystery
39	uneasy peace
40	ahead of its time
40	beat sb/sth hands down
40	beyond your wildest dreams
40	come clean
40	stand out from the crowd
40, 45	a world of difference
40	live life to the full
40	do sb the world of good
40	hit the mark
40	a smart move
40	pack a punch
40	take years off sb
40	do yourself the world of good
41	in the final/last analysis
41	on balance
41	beg the question
41	a case in point
41	a contradiction in terms
41	the conventional wisdom
41	as a matter of course
41	be at a crossroads
41	first and foremost
41	on the one hand, on the other hand
41	by and large
41	last but not least
41	in the main
41	set in motion
41	a game plan
41	point the way to
41	set the scene/stage
41	not the whole picture
42	upset the apple cart
42	bite off more than one can chew
42	cross that bridge when you come to it
42	ring the changes
42	bite off more than you can chew
42	tempt fate
42	be (skating) on thin ice
42	turn over a new leaf
42	put your money where your mouth is
42	stick your neck out
42	put your shoulder to the wheel
42	reach for the stars
42	trim your sails
42	think twice
42	tough it out
43	when all's said and done
43	into the bargain
43	between you and me
43	be a bolt from the blue
43	that's a turn-up for the books
43	nearly fall off your chair
43	drop a clanger
43	the penny drops
43	at first glance
43	from the word go
43	for good reason
43	more by luck than judgement
43	there's a lot to be said for
43	to put it mildly
43	to say nothing of
43	for a split second
43	win your spurs
44	it will all end in tears
44	that's all we need
44	You may well ask!
44	fat chance
44	What is the world coming to?
44	can't cut the mustard
44	same difference
44	fair enough
44	I wouldn't trust sb as far as I could throw them.
44	do me a favour
44	nice work if you can get it
44	the plot thickens
44	time will tell
44	I thought as much.
44	don't get me wrong
45	Tell me about it!
45	That's about the size of it!
45	be barking up the wrong tree
45	If you can't beat 'em, join 'em!
45	I beg to differ.
45	note of discord
45	split hairs
45	sing from the same hymn sheet
45	a lone voice
45	on message
45	of like mind
45	of the same mind
45	be in two minds
45	take the words right out of my mouth
45	be at odds with
45	pour oil on troubled waters
45	be torn
45	You're not wrong!
46	ahead of the game
46	go down like a lead balloon
46	be built on sand
46	come up trumps
46	double whammy
46	go down a storm
46	ride high
46	a paper tiger
46	on a roll
47	bare-faced lies
47	bone dry
47	rock bottom
47	in broad daylight
47	squeaky-clean
47	crystal clear
47	stone cold
47	filthy rich
47	full stop
47	rock hard
47	piping hot
47	a mere pittance
47	stark naked
47	razor-sharp
48	play cat and mouse
48	play it cool
48	play dirty
48	play second fiddle
48	play sb for a fool
48	play a/the waiting game
48	play the game
48	raise your game
48	the game's up
48	the name of the game
48	play God
48	play gooseberry
48	play it safe
48	play for time
49	be half the battle
49	given half a chance
49	too clever by half
49	listen with half an ear
49	watch with half an eye
49	have a good mind to
49	half-measures
49	a half-baked scheme
49	a sth and a half
49	be not half
49	have half a mind to
49	not half
49	not know the half of it
49	meet sb halfway
50	two heads are better than one
50	not be short of a bob or two
50	cut both/two ways
50	bring sb down a peg or two
50	two sides of the same coin
50	Two's company, three's a crowd.
50	be like a dog with two tails
50	have two left feet
50	put/stick two fingers up at sth
50	two can play at that game
50	be two of a kind
50	that makes two of us
50	be like two peas in a pod
50	not have two pennies to rub together
50	put two fingers up at sth
50	stick two fingers up at sth
50	be two a penny
51	all in all
51	all in good time
51	all or nothing
51	all-singing, all-dancing
51	all told
51	an all-time high/low
51	at all hours
51	be all in the mind
51	be all smiles
51	be all things to all men
51	for all sb cares
51	get the all-clear
51	in all but name
51	it's all systems go
51	that's sb all over
51	to cap it all
52	no-go area
52	no strings attached
52	no ifs and buts
52	be no spring chicken
52	help sb no end
52	no end of
52	be no/nobody's fool
52	There's no such thing as a free lunch.
52	no news is good news
52	no prizes for guessing sth
52	in next to no time
52	be no oil painting
52	be no picnic
52	in no uncertain terms
52	no time like the present
53	give sb a big hand
53	bite the hand that feeds you
53	can count sth on the fingers of one hand
53	be dealt a lousy hand
53	win hands down
53	have sb eating out of the palm of your hand
53	hand over the reins
53	hand sth to sb on a plate
53	be an old hand at sth
53	have sb eating out of/in the palm of your hand
53	have the upper hand
53	lay a hand on
53	out of hand
53	put your hand on your heart
53	show your hand
53	you have to hand it to sb
53	can't lay your hands on sth
53	off your hands
53	play into sb's hands
53	sit on your hands
53	sb's hands are tied
54	have your best interests at heart
54	my heart bleeds
54	your heart is in your boots
54	cry your heart out
54	be sb's heart's desire
54	your heart goes out to sb
54	a heart of gold
54	harden your heart
54	a heart of stone
54	be your heart's desire
54	have a heart
54	in your heart of hearts
54	not have the heart to
54	your heart isn't in sth
54	strike at the heart of
54	take heart
54	wear your heart on your sleeve
55	live on borrowed time
55	live a charmed life
55	be/live in a dream world
55	within an inch of your life
55	get a new lease of life
55	live and let live
55	live a lie
55	get the shock of your life
55	have the time of your life
55	make sb's life a misery
55	scare the life out of
55	see life
55	the life and soul of the party
55	live in a dream world
55	live out of a suitcase
55	live to tell the tale
56	a death blow
56	over my dead body
56	dead and buried
56	dead in the water
56	dead to the world
56	dead wood
56	a dead duck
56	in the dead of night
56	a death trap
56	a fate worse than death
56	a living death
56	a matter of life and/or death
56	be at death's door
56	sick to death of sth
56	the kiss of death
56	a matter of life and death
57	cast your mind back
57	mind/watch your back
57	bored out of your mind
57	mind your own business
57	Mind how you go.
57	get your mind/head round
57	mind over matter
57	mind your back
57	mind your Ps and Qs
57	mind your step
57	have a one-track mind
57	if you put your mind to it
57	nobody in their right mind
57	out of your mind
57	prey on your mind
57	read sb's mind
57	take your mind off it
58	drive a hard bargain
58	harder than you'd bargained for
58	a hard nut to crack
58, 59	fall on hard times
58	hard-and-fast rules
58	feel hard done by
58	no hard feelings
58	give sb the hard sell
58	hard going
58	hard to swallow
58	hard up
58	be hard pressed to
58	be hard put to
58	hit sb hard
58	learn the hard way
58	make hard work of
59	be falling apart at the seams
59	pride comes before a fall
59	fall on deaf ears
59	drop/fall into your lap
59	fall foul of
59	fall from grace
59	fall into the trap of
59	fall into your lap
59	fall into the wrong hands
59	fall over yourself to do sth
59	fall short of
59	fall through the floor
59	fall for sb/sth hook, line and sinker
60	after your own heart
60	get your own back
60	blow your own trumpet
60	come into your own
60	dig your own grave
60	play sb at their own game
60	go their own ways
60	an own goal
60	take matters into your own hands
60	hold your own
60	of your own making
60	in your own time
60	be your own person
60	save your own skin
60	as if he owned the place
